label,title,content,summary
1,Revisiting Angelo Pellegrini,"I attended a release party and book signing with Angelo Pellegrini for ""Lean Years, Happy Years"" in Seattle in 1983. I skimmed the book then, which had an influence on my cooking (as I was a bachelor and appreciated the simple, yet delicious and wholesome recipes). The book has sat on the bookshelf unopened (and lost and buried) for almost 30 years, when I rediscovered it, this time turning immediately to the back for the last chapter on ""The Cellar."" Pellegrini advocated a philosophy of grow your own, make your own, drink your own wine (which applied to food as well). Now, as I winemaker myself ([...]), I relished reading his musings on winemaking and life. If you are a foodie, if you are a wino I recommend Pellegrini's book, which, although old, is as fresh as his ingredients, and is as true as a noble wine: it has improved with age.",
0,"Review of this digital download, not of the material, merely the presentation and the first version downloaded but removed.","Ok, just where to begin. First this digital download version is a joke. Someone did not format correctly. Each line is either double or triple spaced, even if you change font. Why stop there? Why not put a word per page?I would like to return the digital download, but can not find a phone number to speak with someone. Or a mechanism to return it.1984 is a good read. Content is good, presentation, not so much.",
0,might be good... if I could stay awake!,"It seems like a large company produces these videos (probably in the 70's or 80's) but it I still can't believe that this is part of a series! Is seems like someone made them in their basement. I can't attest to whether there is really great sewing info in it, because I can't force myself to keep watching it.The woman is reading from a script like a first grader that just finished hooked on phonics. Extremely monotonous tone, I can't stand to watch her and I keep falling asleep... really falling asleep!Other people had mentioned how boring it was, but I didn't think boring mattered if I just wanted sewing info. Boy, was I wrong.The other goofy thing they do is start ""showing"" you how to read the back of a pattern package, but then they forget to zoom in on it so you can't even see what they are pointing to.Why so much money? This video should be a $10 movie (or less)",
1,this CD rocks!,"This album is wonderful.I must tell you the first time I listened to it, I loved every single song on the disc.The lyrics are catchey and the beats are incredible!Buy this CD and you will NOT be wasting your money!",
0,Not network friendly,"We chose this printer because of the network capability. The first printer stopped functioning correctly after three weeks. To print, we had to turn the printer off, then back on, and then print. We had to do this every time we wanted to print. HP sent us a replacement printer, and it worked correctly for 4 days. After over an hour on the phone with HP, I was told the printer is not very stable in a network application, and we should use the printer via a USB connection. If HP knows the unit is not stable in a network environment, then HP should correct the problem, or stop selling the unit.",
0,My Thoughts About This Book,"Do you like to read about WWII? Then I think you will like this book. In Summer of my German Soldier, Patty meets Anton Reiker, a German Soldier (Prisoner Of War). Patty risks her life for Anton by hiding him in their garage. Anton risks his life for Patty when her father is beating her. Patty goes to a reformatory for girls when the FBI finds out she was hiding Anton. Patty will always remember him, because he loved her in a way her parents never will.I gave this book one star. I did not like this story, because it was hard for me to read and understand. I did not like the way her father always beats her for little things she does like sitting and talking with Freddy a poor boy in the neiborhood that she is friends with. Her family doesn't love her enough except for Ruth, their black maid, & Sharon, her little sister.",
1,an almost necessary tool.,"I could easily have made this tool, but I'm getting lazy in my old age. It beats using a pair of channel locks, and much neater.",
0,Fun for Fans,"As a Lord of the Rings fan i was excited about the upcoming Game be Vivendi Universal. You can play as any part of the company of the ring, from the first book, "" Fellowship of the Ring"". The game follows the book very well, but the gameplay is a different story. In many areas you get stuck and find that the only way to get out of being stuck is by restarting the game. If you are willing to play, and play to finish the game, then you might find this a good game. The graphic are alright compared to others and you may find that it seems to have a dark tint. If you are a fan of the book you will enjoy this game, if not, i sugjest finding a different game to play",
0,Prison Rape,"Anyone who objects to making light of rape, including prison rape, should refuse to buy this book. If you're a Christian, ask yourself if laughing at rape is the moral standard you want to uphold. If you're a humanitarian, vote with your dollar and boycott Borowitz' glib joke about rape, even the rape of others who have harmed us.",
1,I'm a Garbage addict.... and this rocks!,"This is the best CD I've ever heard! Once again, Shirley rocks on with those dark tunes. But this seemed a little happier-especially ""When I grow Up"" and ""Special""-than the first album. Probably the best song is, well, all of them are great! This is certainly ""Special""!",
0,The worst rap I ever Heard,This is what is in the dictionary under wack. I can't belive that this many people bought this (...) The hot boys are just a fad like bellbottoms. (...) If you think this is what rap is about u just plain stupid and I'm glad this hot boy stuff is almost over wit. When some of my friends play this crap in the car I just rather get out and walk.,
0,POOR QUALITY INCORRECT,"the item that is stated does not look like the stock graphics , the picture that is show is not what the item looks like . dont count on a good quality product",
1,fun and effective,"I've been a fan of the Donna Richardson step and awesome abs video and was very pleased with the 4-day rotation video. I work full time plus have 2-young kids so the 15-minute work-outs are great for me. The only thing negative I have to say is that at times Donna and the two friends seemed to be talking simultaneously which was irritating and made it hard to understand Donna. Also, participants in the video should be aware that users will have to hear what they say over and over again--So I really find it irritating when one of the friend says, 'Now we're cooking' in a particulary annoying voice--I'd give anything to delete that!! However, all in all, a great video.",
0,Reads as a rush job,"This book was a disappointment in comparison to other Crusie books. Her books were my first foray into contemporary romance. The plot is not too developed or very interesting for that matter. And the main characters, they come off pretty flat.",
0,Broke!,"This worked well for about 4 months and then broke. Its mechanism turns to ""warm"" now way before the rice is done. When I called the company to ask about service or an exchange, I got someone one time. I had to call back with more information from the receipt and I have never been able to get a hold of someone since then. I have called about 8 other times. It is not worth my time to keep trying to get a hold of someone, pay to send it to a service person, etc. Since this item is well reviewed in Cook's Illustrated, I am debating buying another and crossing my fingers...",
0,surprising inaccuracies,"An interesting concept containing a series of stumbling blocks that impede the reader's progress down the Brokaw path. Examples: In dealing with both the Womens Army Corps (WAC) and the United States Army Air Corps, Brokaw consistently mis-names the units. The Army Air Corps was NOT the Army Air Force. The WAC began with the WAAC - Womens Army Auxillary Corps- which converted (with the necessity of WAAC members being sworn into the Army), and became the Womens Army Corps. Brokaw consistently and incorrectly refers to it as the WACs -both in the text and in the index on page 412 of the book. I also wondered how the editor had managed to ignore the structure of a sentence on page 190... ""Lieutenent Settle spent the rest of the war supervising medical technicians at the hospital with no difficulties."" My flow of reading was too often impeded by technical error.",
1,Clays Measure of A Man DOES MEASURE UP!,"Its evident after hearing the first few tracks that this is one man that will have a long lasting pop career. Think Barry Manilow (who Clay somewhat resembles) and Neil Diamond (sorry kids if you haven't heard of these guys ask your parents)Clay sings from the heart and you FEEL his music as you are listening to it. He may have been ripped off of the American Idol title, but he now has a certified NUMBER ONE in this CD which will be a huge seller. Eat your FAT heart out Ruben! In 6 months you will be all but forgotten. CLAY gets an A+++ for this work!",
0,My brain froze over,"This supposed ""thriller"" is mind-numbingly dull and inept - I had to give up half way through.",
0,Poor Packaging/No Warranty,"I purchased another MK315 because I smoked the first one during an electrical storm. I received my Minn Kota MK315 and the first thing I noticed was the poor packaging from AMAZON.com. As heavy as that unit is, they tossed it in a box with a couple of piece of bubble wrap which allowed the unit to beat the outside box and unit box to pieces. Since it was left on my doorstep, wasn't much I could do. Upon installation, the ""Power"" light did not work. Unit seems to charge all three batteries fine. Minn Kota says there is no warranty because I cut the power cord to install in the boat. In their words; ""The MK-315 is a reliable charger. It is unlikely that the charger was defective right out of the box. Unfortunately because the AC plug was altered the warranty is now void. The chargers are a sealed unit and cannot be repaired."" I do believe that will be the last Minn Kota charger I buy!",
1,A SPOOKY GEM,"Bonnie 'Prince' Billy (aka Will Oldham) creates the scariest take on country music imaginable. In fact, this could easily be labelled 'goth country'.His lyrics are intensley personal and his voice a deep and dark wonder. His songs are carefully crafted and arranged in an obscure warmth and frailty.On some occasions the songs creep along steadily, on others errupt into soaring climaxes of double tracked vocals on the brink of collapse. These climaxes don't play on the usual tricks of severe dynamic change or string sections, but rather involve escalations in emotive force that ripple through you.Will Oldham is a master songwriter, and an expert at creating sound collages and textures not usually associated with country music.",
1,No more knee trouble,"I am missing the ACL on the left side and never expected to be able to run again. After using this method with 5 months of training, I was able to complete a marathon. It is easy to read and quite clear, although I recommend getting the video too.B",
1,its a great pmp,it is one of the the best pmp's around . a great LCD and really good looks wit a 30GB capacity . well the price is a bit on the expensive side ........when compared to the archos AV420 which is at 306$ wit the capability of video recording facility . . . . .well i bought a creative and i dont regret it at all . . . . . excpt they could have put in the recording facility .it will be the best one around .,
0,BUGS CANNOT FINISH GAME,Do not buy this game it has bus bugs and more bugs. You cannot finish it. End of story. It gets zero stars. (0)*,
1,Great Cover - if you can get your Bible into it,"My wife purchased this Bible cover for me as a birthday present. I had wanted this over anything else since my existing was falling apart. My Bible is a NAS Inductive Study Bible. And it is big Bible. But the XL, the largest cover they make, did not come anywhere close to fitting it. I really like this cover, but if it doesn't fit, it will do you no good.",
1,Bad boys meet bad girl,"25 years after the seventh Earl of Lucan clobbered his wife and killed the nanny, he shows up in Paris at the office of psychiatrist Dr. Hildegard Wolf. But she already has a patient who claims to be Lord Lucan. Will the real one please prove it? And what about Hildegard, who really is Beate Pappenheim, a fugitive fake stigmatic from Bavaria? The author has great fun twisting things around between these three bad people, at times coming close to the Keystone Cops. But blood will tell, with murder, with stigmata and with the British nobility. This book does not make much sense, but it is good fluffy fun.Amusing sideline: Bavaria had a well-known stigmatic - Therese von Konnersreuth - who ""practised"" there from 1925 until her death in the 1960s. She was never accused of fraud but, to this day, Rome is rather sceptical.",
0,tedious reading,"I minored in Spanish, was an exhange student in Madrid and embrace many aspects of Latin culture and devour lots and lots of Latino and Hispanic Lit. The idea for this book had so much potential, but the novel just doesn't work. It's hard to believe or get into the voice of the narrator, Claire, an adult young woman character because she comes off girlish, shallow, and wholly boring, and the Latina characters were just too superficially written to retain my interest and were unbelievable because they lacked depth and human oddities and characteristics that make characters in literature so memorable. The women either come off too saintly to believe or stereotypical. The concept for the novel was great, but the writer fails because this novel doesn't have ironies, interesting drama, complex personality contradictions within the characters, a fresh or provocative writing style, believable epiphanies, or any treats the reader can take away with her/him.",
0,Worst. Movie. Ever.,"This is the worst movie ever made. A bold statement, I know, but true nonetheless. It is 80 minutes of your life that you will never get back. The only reason I kept watching is because I told myself: ""Self, there is no way a movie could be this bad. I am sure that they will wrap it all up at the end."" WRONG. The story tried to be some sort of moralistic tale about the dangers of being self involved, but in reality it is a warning of the dangers of hiring a bad director. Please do not watch. And if you do - for the love of all that is quality movie making - DO NOT PAY THE $22 that amazon is charging.Note: The first scene involves a man ripping open his back to pull out an organ. I found this scene ironic because later in the movie I was considering ripping out my own eyeballs.",
0,As Bad a Production as Possible,"This Broadway Theatre Archive production took one of the wittiest, most sparkling 18th-century comedies--and ruined it. The costumes are intentionally absurd (think Beach Blanket Babylon), the acting is way over-the-top-camp, and the incidental music could not be worse. The music, BTW, is a combination of pop Renaissance and pop modern; anything but 18th century. The director appears to have had the goal of showing that his company was just too hip and too modern to do anything but make fun of this silly, fusty old play.I like ""The School for Scandal"" very much, and not having found any other DVDs of it, I started out with the intention of keeping a recording of even a bad production. But when they got into the extended bop-be-bop of the drinking song scene, I knew I just couldn't ever sit through this one again.The visuals are also blurry, but with the production being so bad, so what? Anyone who actually likes this play will be revolted by this DVD.",
1,Excellent,"The book gives a thorough discussion on the PRACTICAL implementation of the Transactional Ananlysis ""I am OK, You are OK"" theory.It is therefore a must read if you are into Transaction Analysis or you just want to imporve your leadership skill.Please remember to come back to give this review a vote after you have purchased the book and have read it form cover to cover.P.",
1,Don't skip over any of them!!!,"I often buy Cds. In almost all cases I will skip over a few songs that don't appeal to me. This is the first cd in a very long time that I can actually say I like all of them. Even though this cd is considered all ""pop"" it has a continuity to it that doesn't happen very often. Each track is unique. There is an easy flow within this album,yet you get the feeling that each song is different.I honestly can't tell you which song I like best.....I think that is a matter of personal opinion. For a debut album I feel this one will appeal to many for various reasons. I don't think you will be disappointed ....",
1,Dawn on a Distant Shore,"I found ""Dawn on a Distant Shore"" to be colorful and also a look into how life was in the late 1700's in America and Ireland. It continued with the lifes of the Bonner family and close friends and brought back some characters from the past that added more intrigue. I read through it quickly because I couldn't put it down. Start reading yours and you'll see what I mean.",
1,Interesting,"This was a very fascinating read. It does not focus only on Mothamn sightings, but all the other strange events that were supposed to have happened. If you are looking for a book that will prove Mothman exists, I don't think this is the proper book for you. It is mainly about what went on from the first sighting of Mothman to the felling of the bridge. There were a lot of strange happenings during that time. I read this as ""I'm presenting you with the information as to what heppened as I saw it and was involved in it, and you make up your mind as to whether its true or not"".",
0,Semi- additive Cooking,Very disappointing The recipes are filled with unhealthy ingredients .The concept is great but the nutritional benefits are not there-- so it isnt a quick fix for me.Hard to imagine Wolfgang endorsing such a book,
0,The worst ever,"This is one of the worst one i ever bought. The price is kind of high so i expected it to have some use. There is no vibrating motion beside the rabbit head. Since this product can not be return, I used it once and went righ in the trash.",
1,great movie,"Great fun. Cher really shines in this movie, plays a great average woman. Not to mention nicholas cage is such anAdorable wako in this movie u just can't help but love him.",
1,The ultimate for women,"My wife has several workout books but as she states, ""not one matches Arnold's"". This book not only covers subjects like what to eat, it also goes into great detail on what workouts work what muscles. Great book!",
1,"Nice, energetic and inspirational cd.","I was very excited to get this cd and I was not dissappointed. Clay is a wonderful singer with a big clear voice with a very good range. What I liked most about this cd is that the songs deliver good messages and no dirt. I would say that this album is a mix of pop rock and inspirational. Some of my favorite songs would be:Invisible- fun, upbeat, and good lyric about not being noticed by the person you are attracted to.The Way- Wonderful, romantic and I expect that it will be played at a number of dances and proms.I Will Carry You- reminds me of the songs Bridge Over Troubled Waters and He's Not Heavy, He's My Brother with its moving and inspirational message.This is the Night- another romantic song that gives me the tingles.Measure of a Man- This song could easily fit in a gospel/inspirational album. Fabulous message in it.This cd makes me go back and forth between dancing and getting teary eyed. I bet you will feel the same way.",
0,I Wish I Could Give Zero Stars,"This is by far the worst of all the Transformer movies. Every scene with Shia and his blowup girlfriend is a slap in the face to modern women. After watching for thirty minutes, I realized I had wasted enough of my time and stopped the film. If I had paid for this, I would have thrown a temper tantrum until I got a full refund.",
0,Misleading Advertising,"Hand decorated? Maybe by slave labor in some 3rd world country. I should have read all the reviews more carefully. The only ""exotic"" thing about this purchase is probably the chemicals used in gluing the cheap paper onto the chest. There are glue splatters all over the top, and scratches on the inside. The paint on the corners looks like it was done by 3rd graders. I purchased this primarily for the chest, and could easily forgive the poor selection in flavors if the chest was worth more than $10. As it stands, I'm going to try to return this to Amazon ASAP.***Very Disappointed*** Read all the reviews before purchasing this!!",
0,Pathetic,"I bought this album because I heard a killer version of ""White Christmas"" on a station on Live365. The link pointed me to this album. What a dissapointment! The tracks are half-baked, synth-drenched remakes with none of the swing of the song I heard. Liner notes are non-existant, leading me to wonder if any of the original Drifters even had a hand in this project. Don't waste your money! I did manage to locate the version I heard on Rhapsody on an album called ""Soul Christmas"" on Atlantic Records.",
0,Pampers,"I was really unhappy using these,they leaked badly many times.In the past I have used the Pampers Cruisers and was very happy with them.I now buy Huggies little movers since I feel those are the best diapers around.",
1,"Good item, but could it be better","The book is very easy to read and understand, gives very clear explanations, but it could it be great if it included a practice CD like most ASVAB books now come with...",
1,HELL'S Yeah!,This live recording of Incantation IS a must own. Very few copies were put into circulation and I picked up my copy via amazon's used marketplace a few weeks ago. I love their studio albums and this live album is outstanding. The drums sound great as well as the production values. A must own.,
0,Not Just a Name,"Just like a real museum, everything in Namco Museum is OLD. I grew up in the 80's. I played Atari and Colico. I remember Pong, Missile Command and many others. I remember that they only kept my attention for about twenty minutes at a time.",
0,12 games for 9 bucks,"Yep thats right 12 games for 9 Bucks. No kidding. Yeah. But the only reason why i gave it 4 stars is the fact that yeah you get all of those games but you get 2 repeats (galaga, gal Im not saying i dont like the game (considering that i bought it solely for the galaga & ms pac man) but it should be more of a selection than just having all the galaga's Some might disagree with me but oh well. The fact that it has all these old original arcade titles loves it. It would be better with a regular tv rather than a wide screen, as all the games are narrow. Funplay its like being in the arcade all over again, difficulity- that digout game is the only one that i am having trouble with! and graphics (who cares) Your playing your favorite titles which is why you bought it so dont cry for mommy if its not in HD!For the money you cant go wrong",
1,For a class,"I ordered this book for an essay writing class, and I was worried it wasn't going to come in time but it did, in fact before I expected it to. The book itself is pretty good, but you have to be prepared for Berger's writing style.",
1,SHE HAS DONE IT AGAIN!!!!!!,"OH MY,OH MY,SHE HAS DONE IT AGAIN.TO THE ONES THAT HAVE MS.FEEHAN'S OTHER BOOKS YOU NEED NO INTDUCTION, TO HER FINE WORK.TO THE ONES THAT DON'T KNOW ABOUT HER DARK SERIES .THIS IS A GOOD BOOK TO GET TO KNOW ABOUT MS.FEEHAN WORK.NICOTETTA AND GIOVANNI STORY IS SO POWERFUL,THAT YOU DON'T WANT THIS BOOK TO END,ONLY LOVE AND MAGIC COULD KEEP THEM AT EACH OTHER SIDE.A KEEPER .....4 STARS",
0,SEE 8 1/2 WOMEN INSTEAD,Imagine getting snowbound in a cabin with 8 WOMEN (Universal) and a dead body and then have to witness each woman sing and dance (badly) as they tell their story. Who dunnit? Who cares! A whopping French dud. See 8 1/2 women instead.,
0,Hate this thing,"I hate this thing. It worked for about a month and that is it. It has driver problems. After 5 hours on the phone with Rhapsody, 2 hrs. with Sansa it still does not work. I have downloaded everything for this. It does not work. Waste of money, time. Very disappointed.",
1,Worth the time,"Well researched and documented, and yet an interesting and pleasant book to read; I learned from this book many things I completely ignored about history of Nouvelle France. A dispassioned history of the wars among French colonists of Canada, Indians and the British colonists of the early American colonies.",
1,Super Helpful,This book showed me that I dont have to live in LA or New York to get into acting. Also It gave me alot of helpful hints on all aspects in landing a role.,
1,Thi was a great book,My class read the book The Castle in The Attic My whole class liked the book. My favorate part was when Willam got past the dragon.But did he get in the castle? I don't know! You will have to read the book to find out. I recommend you read this book!!!!,
1,cheapest price,I am always looking for the best prices on diapers. I like these overnight diapers - they work for us - we always use one size larger than our daily diapers and that seems to work.,
1,it does it's job,"I read the reviews before buying this product and one review said it made loud nose as dial turns.. and s/he is completly right. The noise it makes is pretty loud.. I would NOT recommend this for the bedroom if you are going to use it as some type of sleep timer b/c the noise will bother you. However, I have this installed on my storage room in the kitchen, so the noise is not an issue.",
1,Oasis,"oasis is a very talented British rock band reminds me of the early days of the British invasion of the sixties somewhat like a mix of the Beatles and the Rolling stones.Be here now by oasis,is a overall good album so if you,re into British rock? I recommend it and give it 4 stars.",
1,Classic,"I originally read this way back in jr. high and sadly only remember being entranced by it--not recalling any of the plot. I finally got around to the rereading and recalled why I had the original feeling of enchantment. This is one good book.Kit Tyler is a sixteen-year-old girl who leaves Barbados after her grandfather's death for the more austere world of Puritan New England to say with her aunt's family. But Kit is completely unprepared for the ways of these people. Even so, she manages to grow in unimaginable ways as she connects with people with whom she would have never seen herself.And it's not a simple moralistic book. It's a book about a girl coming of age. Unlike other books of the Puritans, there are no villains, just those who are different and it's amazing to see Kit come to understand that.The characters are entrancing and dimensional, the setting is described in an honest prose that only shows Speare's love of New England.It deserves its Newberry.",
0,save your money,"save your money. go to the library and read it there. spend five minutes and you have the miter angles you need- out of the whole book that is all I took away. If you want to buy a copy buy it at Home Depot- same price but, the book is in color with much better pictures and in more detail. I feel ripped off.",
1,My first Pratchett book -- I'm hooked!,"A well-crafted, sharp-witted tale that will be especially appealing to anyone who has ever read Tolkien and his ilk. Discworld is at once absurd and complex, yet held against the fabric of our reality, it's just as plausible. I'm hard pressed to think of a more likable character than Corporal Carrot. The modest anti-gun message was subtle enough to remain unobtrusive.",
0,Definitive of what?,"A bad idea?I agree with Kireviewer, if you care about the music, it's hard to get past the dumb opening, a host who even Will Rodgers couldn't like, a set apparently built in a high school shop class, and the many annoying interruptions. They took a too short concert, and turned it into a bad, too long music video. I guess the mindless filler was necessary to get the length up to the claimed 1 hour. The music is OK, but it was neither the band's best period, nor their best work.",
1,Much needed,I bought these to go with the Jawbone 2 because the ear piece they use will not stay in your ear and the loops that go over your ear just does not fit.These are great and they set in your ear nicely.,
0,The Third Secret: A Novel of (not that much) suspense,"The Third Secret is another entry in the Vatican intrigue genre. It has the usual elements: Vatican conservatives the usual bad guys vs liberal Catholics the usual good guys. The ""Third Secret"" refers to secret revelations given to Marian visionaries at such places as Fatima and Medjugorge, the existence of which is historical fact. If there is any suspense in the novel, it is not with the plot which is remarkably predictable and derivative. The only thing that kept my interest was waiting to find out the actual content of the third secret(s), at least according to the novel's author. In the end, these proved to be rather predictable too, given the author's religious inclinations.",
0,there was no entry for zero stars....,"Bad, bad, stupendously awful! Really bites the big one. That's probably what Leonard Pinth Garnell (sp?) would have said on the old Sat. Night Live show. What a big disappointment this film was. We are huge fans of the original, and went to see it with high hopes. It seems that most of the rest of the viewers felt the same way; people were restless, chatting and getting up to get more snacks. When Owen Wilson loses his head, instead of screams, the theater filled with sardonic laughter. Neeson phoned his performance in, Lili Taylor was wasted, and Zeta-Jones, well, as an actress, she is very pretty.",
1,Good Up To 12 lb,"This is an excellent diaper until my baby reaches 12 lb. After that, it leaks at night because it gets saturated. I wish Pampers makes a size 2 instead of a size 1-2. Size 3 looks so hugh so my baby is now using Swaddler size 2 instead.",
0,I made better recordings in my garage,I was expecting a lot more when I bought this CD. I was expecting studio quality demos similar to Metallica's Garage Days. This CD is litterally a compilation of poorly mixed cassette tape recordings. Quality is very bad.,
1,great at keeping your mug warm,"Love this little warmer! It's great at keeping bottom of the mug warm, keep in mind you might have to shake the cups a little to warm up the whole cup. However, don't expect to warm up a cold drink.",
1,You must get this soundtrack,"There are two soundtracks for this movie, get this one. Yes, it is a bit more expensive, but if you want to get the full expierience of an incredible soundtrack with even more incredible talent performing it, then this is an absoute must!",
1,The Best Book In The World!!,"I have read over 100 books, but none as fabulous as this one. I know, I know, it's just a pony pals book! But this book had real meaning. I don't know why Angela or whoever is complaining about nothing bad ever happing to them, because that was exactly what happened in this book. The Pony Pals go away to a riding clinic. No one has ponies, the other girls are rude and the owner is snobby. Her daughter is secretive and always upset. Then the pony pals find out that Shelly (the lady's daughter) once owned a pony, but everyone always pressured her to trade her pony for a horse and go to lots of shows. Then the pony died and no one was upset but her. Angry with everyone, she decides not to ride again. Can the pony pals help her and her mother? Read the book and find out!! This book was very touching and helped me realize that ponies are just as good as horses, if not better.",
1,"Great Effects, but not spectacular.","This movie was long and I had a hard time hearing some of the dialogue. The effects were amazing. The acting was ok, and the story was promising. There were many strokes of genius in the movie, but is not worthy of a 5th star.",
0,a lot of useless information (within the total of 754 pages),"This is the kind of book which asks to be read for hours and hours AND then you go on double check on the internet. E.g. the list of hotels in Santa Cruz refers to the type of traveler who loves to spend more than $250 per night - tripadvisor.com offers a different picture...While planning a tour I'm looking for a tour guide which gives me distances on the map, smaller maps with an overview about an area or town (not only for SF or Yosemite) and more background information than the frequent use of adjectives (""breathtaking"" ""the world's most spectacular"").There is a lot in this book BUT...",
0,You get what you pay for.,One of my Pioneer speakers broke so I took the cheapest path and bought Jensen. I should have known better. The magnet on the Jensen is 1/3 the size of the one it was replacing. I installed the one speaker and before I installed the second one I decided to try it out. Not only did it sound terrible but it blew within five minutes. Keep in mind that I have a standard Kenwood 40x4 head unit without any extra amp and I had it turned up up about three quarters. This speaker is week and as I stated in the title you get what you pay for.,
1,Unbelievable game!,This is the most mindboggling game that we have ever played. We finally got to the point that we thought Radica could actually hear what object we were thinking of so started to write it down. I bought some to give to both adults and kids age 10 thru 22. Would recommend this to anyone.,
1,Moving Stories,"This documentary really pulls on the hearts strings. Billy Graham's granddaughter, Cissie Lynch, does an internship with Samaritan's Purse program ""Children's Heart Project."" I didn't know Samaritan's Purse had other programs! This project is not only providing medical attention to these children who can't get it in their own country, but they are providing the spiritual aspect as well. These patients and their families get to hear about Jesus! We need to keep these families and this program in our prayers. This is a project I can support! Very inspiring video!",
0,They get an extra star for effort.,"I guess it isn't really fair of me to slag this group off completely, as I have never listened to one of their albums in its entirety (I can barely bring myself to sit through half a song, let alone half an hour). So they get two stars instead of one.I just don't like anything about this band. The music itself is monotonous, and the frontman's voice irritates me. As for the hard-hitting political lyrics, I could probably write better:""The government is bad.""""They lie.""""Arrrgh.""Pass this up if you have any respect for your eardrums.",
0,Somewhat boring and childish,"I bought this based on the reviews. Upon viewing the first few episodes, I found the stories to be boring, silly in spots, and lacking in reality. The characters comprising Robin's little band seem to be a little dense and bumbling. Scenes of people sitting around accompanied by music playing are not appealing to me. I intend to watch the rest and certainly hope the stories improve.",
1,"It's Entertainment, Folks","I am so tired of reading reviews from people who think every movie should be an artistic masterpiece, or at the very least, should have a poignant message. This is one of the most entertaining films my wife and I have seen in a long time, and none of the people involved with its production have anything to apologize for. It unquestionably delivers exactly what Bruckheimer, et al intended, and it does not pretend to be anything else. If I wanted something artistic or meaningful, I would have looked for word ""Miramax"" on the outside of the box - a studio that has made many wonderful movies, but not the type of high impact, SIMPLE fun Jerry Bruckheimer and the late Don Simpson have delivered so well. Sometimes, it's just what the doctor ordered.Turn out the lights, turn up the volume, break out the popcorn, have a few drinks, and enjoy...",
0,Where was the editor?,"Technically this was an exercise in tautology, and albeit the author admits that they are events not presented chronologically/linerally, the whole thing came off as a repetitive scrapbook of free associative ramblings. Cultural allusions were off and revealed just a shallow dip into areas of interest; just deep enough to create a character for a sexual fantasy.Every D/s relationship defines it's own perimeters, but this is the most silly top from the bottom (with a side of kink) i've ever read. Any girl who needs to prover her worth and devotion by degrading any and all around her isn't creating a deeper bond of submission, but pathetically wallowing in a misplaced sense of value (with a heaping side of self-image issues).",
1,The Best Book In The World!!,"I have read over 100 books, but none as fabulous as this one. I know, I know, it's just a pony pals book! But this book had real meaning. I don't know why Angela or whoever is complaining about nothing bad ever happing to them, because that was exactly what happened in this book. The Pony Pals go away to a riding clinic. No one has ponies, the other girls are rude and the owner is snobby. Her daughter is secretive and always upset. Then the pony pals find out that Shelly (the lady's daughter) once owned a pony, but everyone always pressured her to trade her pony for a horse and go to lots of shows. Then the pony died and no one was upset but her. Angry with everyone, she decides not to ride again. Can the pony pals help her and her mother? Read the book and find out!! This book was very touching and helped me realize that ponies are just as good as horses, if not better.",
0,Don't be fooled this is just a documental,"No one song complete, just short clips and explanations about the making of the album, nice but not for a dvd, at least in my humble opinion.",
0,Requires too much strength for toddlers,"The springs on this toy are extremely tight, making it very difficult for babies and toddlers to operate. Althouhg it is nice to see dinosaurs instead of all the other familiar characters, all of the other pop-up boxes I've seen ""reward"" the child by popping up with much less hand strength required.",
0,Bad Diapers,"We have been using Pampers Cruisers, I got these by mistake. These are not anywhere near as good as the Cruisers.",
1,"Interesting book, a little more detail would be nice.","This book did give the reader some very interesting facts and folk lore about archaeological discoveries that could prove the existence of superior ""giant"" races in the Americas. The only thing I did not like about the book (except for the grammatical errors), was that the author would mention some dramatic event (such as the discovery of giants' bones in a mound) and leave the reader hanging after a couple of paragraphs about the find. This book could have easily been an entire set of volumes, should everything have been explained in detail. Overall, it was a very interesting book leaving the reader wanting to know more about certain discoveries and theories within the book.",
0,Nuh uh...,"I could not get passed the fact during the whole movie that it was Love Hewitt ACTING as Audrey. I did not get into the role at all. The accent was off and everything. I spent the whole 3 hours sitting there not watching the movie, but only pressing pause during the commercial; thinking I might actually want to watch it later. They better put one of Audrey's other movies on the DVD along with it in order for me to buy it.",
0,A wonderful teaching aid,"This is one of the most helpful books for teaching that I have found. Spurgeon is known as ""Prince of Preachers"" and he really is a great teacher. I an certanly thankful He left some of his work for us to use. His ancedotes are great.",
1,When He Wrote Plays,"American playwrights aren't good at creating a career of playwriting. Why, I can't say. They write dynamically for a given period and then off they go into putting the holy bible on stage or some such epic. They become mystics, like Allen Ginsberg. Shepard wrote plays for a while and then, I think, Hollywood put the zap on him and he was gone. His occasional pieces today are weak imitations of his former self. Money and fame may be responsible. Who knows? Here gathered in a single anthology are the key works, on which his life's reputation rests. ""True West"" sets the stage: we have real dramatic conflict, exciting dialog (of the sort last heard in Albee's ""Zoo Story""), and high theatricality. The rest of the anthology is well worth reading, but for my money Shepard wrote a fine short play but his long and longer pieces are less interesting. Shepard has said in interviews that he sees plays as an outlet for ideas. The problem as I see it is that he has none.",
1,love it,Book is a great read. Intriguing from start to finish. Cant find anything wrong to say. Would reccomend for beginer to advanced readers.,
